VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
COZEN O'CONNOR,LEGAL COSTS,1858.50,2/25/2021
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,15483.00,10/13/2021
ALAN SHEPARD M.D.,ADMINISTRATION & HR,800.00,8/12/2021
ZIONS BANK,FINANCIAL & TREAS SVCS,3500.00,7/8/2021
"JULIAN, BETLEY & ASSOCIATES",LEGAL COSTS,141.10,10/21/2021
CRYSTAL RICH,EXEMPT LABOR,398.30,2/25/2021
VILLAGE OF ROSEMONT,UTILITIES EXPENSE,18.79,7/22/2021
"ELEMENT MATERIALS TECHNOLOGY NEW BERLIN, INC.",DIRECT PURCHASES,5450.00,11/29/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,12/16/2021
"SVANACO, INC.",TECHNOLOGY SERVICES,599.00,4/5/2021
"*SILK SCREEN EXPRESS, INC..",GENERAL EXPENSES,304223.30,11/15/2021
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,8/12/2021
GENE MICHAEL PRODUCTIONS INC,ADVERTISING & PROMOTION,1200.00,9/23/2021
GRANT LAW LLC,LEGAL COSTS,1464.00,4/14/2021
MARTIN J LUBY LLC,CONSULTING,8983.00,7/7/2021
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,50.97,9/2/2021
CK REPORTING,LEGAL COSTS,261.95,12/23/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,12/16/2021
VILLAGE OF SKOKIE.,UTILITIES EXPENSE,6713.44,10/14/2021
"*THE BLUEPRINT SHOPPE, INC.",CONTRACTUAL SERVICES,711.78,12/9/2021
"PROTANIC, INC.",MAINTENANCE & REPAIRS,47401.72,5/17/2021
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,5544.60,10/11/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,17116.63,3/10/2021
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,4181.75,5/5/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,324841.92,8/2/2021
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,18051.00,4/28/2021
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,1225.32,3/18/2021
"PROTANIC, INC.",MAINTENANCE & REPAIRS,6352.50,1/25/2021
UNITEC PARTS CO.,DIRECT PURCHASES,76621.50,7/29/2021
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,1433.00,2/24/2021
"THE MCS GROUP, INC.",ADMINISTRATION & HR,2100.89,4/8/2021
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,596.16,6/16/2021
CINTAS CORPORATION,CONTRACTUAL SERVICES,15196.99,10/25/2021
BALOUGH LAW OFFICES LLC,LEGAL COSTS,8542.00,3/25/2021
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,2554.21,1/25/2021
IAP CONSTRUCTION INC.,CONTRACTUAL SERVICES,880.00,9/15/2021
AMALGAMATED BANK OF CHICAGO.,FINANCIAL & TREAS SVCS,3333.34,1/14/2021
EXHIBIT 5,LEGAL COSTS,193.05,8/19/2021
"WISCO, INC.",DIRECT PURCHASES,651.31,6/24/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,26469.00,10/13/2021
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,5380.00,5/3/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,146.04,6/16/2021
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,13344.73,10/19/2021
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,4170.56,11/24/2021
UNITED PARCEL SERVICE,GENERAL EXPENSES,213.32,2/18/2021
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,338245.65,5/12/2021
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,1424062.45,9/8/2021
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,8441.77,9/8/2021
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,13515.56,7/26/2021
GRE-GOCO ORRINGTON OWNER LLC,EQUIPMENT RENTAL,1039.68,12/23/2021
BRE RIVER NORTH POINT OWNER LLC,FACILITY RENTAL,56062.02,10/19/2021
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,9121.16,4/1/2021
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,24.00,7/15/2021
VTECH SOLUTION INC,CONSULTING,3132.00,7/15/2021
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,37880.84,12/1/2021
COMPUTER AID INC,TECHNOLOGY SERVICES,626638.40,8/25/2021
FSSA,TRAVEL & MEETING EXPENSE,3296.25,12/9/2021
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,43050.00,3/3/2021
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,2500.00,11/8/2021
"INSPE ASSOCIATES,LTD.",ADMINISTRATION & HR,3435.00,4/1/2021
CITY  OF HOMETOWN,GENERAL EXPENSES,100.00,2/11/2021
"SVANACO, INC.",TECHNOLOGY SERVICES,27975.00,11/26/2021
BLOOMBERG FINANCE L.P.,CONTRACTUAL SERVICES,7365.00,5/13/2021
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,8267.75,7/26/2021
"COLONIAL OIL INDUSTRIES, INC.",DIRECT PURCHASES,20840.71,7/15/2021
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,766.00,11/26/2021
EVAN CORPORATION,MAINTENANCE & REPAIRS,31278.00,5/24/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/12/2021
COGENT Infotech Corporation,CONTRACTUAL SERVICES,1674.00,2/25/2021
"MARK ANDY, INC.",MAINTENANCE & REPAIRS,292.51,12/30/2021
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,9341.13,12/15/2021
ANDERSON COVERAGE GROUP LLC,LEGAL COSTS,3717.00,11/3/2021
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,8850.00,5/26/2021
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,21150.00,8/16/2021
ZUBER LAWLER LLP,LEGAL COSTS,17242.50,11/1/2021
"AMERESCO, INC.",CONSULTING,14730.00,1/27/2021
"INSPE ASSOCIATES,LTD.",ADMINISTRATION & HR,1200.00,5/6/2021
"*NSN EMPLOYER SERVICES, INC.",CONTRACTUAL SERVICES,10491.00,1/27/2021
CANADIAN URBAN TRANSIT ASSOC.,CONTRACTUAL SERVICES,42000.00,4/13/2021
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,685.82,8/4/2021
"ATOMATIC MECHANICAL SERVICES, INC, d/b/a CONTROL ENGINEERING CORP.",MAINTENANCE & REPAIRS,3772.00,6/21/2021
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,951.90,12/29/2021
CMA/Flodyne/Hydradyne,MAINTENANCE & REPAIRS,26.27,5/20/2021
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,114.91,9/30/2021
ROYAL REPORTING SERVICES,LEGAL COSTS,219.91,9/9/2021
"CUBIC TRANSPORTATION SYSTEMS, INC.",DIRECT PURCHASES,156167.66,7/14/2021
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,7696.03,4/21/2021
VILLAGE OF SKOKIE.,UTILITIES EXPENSE,814.60,3/25/2021
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,888.44,8/16/2021
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,3225.00,11/3/2021
G.A.G. INDUSTRIES CORP.,MAINTENANCE & REPAIRS,49850.81,9/27/2021
UNION PACIFIC RAILROAD COMPANY,FACILITY RENTAL,105000.00,3/22/2021
"SPRINT SOLUTIONS, INC.",UTILITIES EXPENSE,10277.80,5/3/2021
Emeric Facility Services,MAINTENANCE & REPAIRS,74530.00,3/25/2021
"22ND CENTURY TECHNOLOGIES, INC.",TECHNOLOGY SERVICES,5845.00,9/8/2021
"GENFARE, A DIVISION OF SPX CORPORATION",MAINTENANCE & REPAIRS,7479.16,8/18/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/26/2021
"GREAT REALTY ADVISORS, INC.",LEGAL COSTS,2700.00,6/17/2021
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,804.00,3/3/2021
ADVANCED FOOT AND ANKLE SPECIALISTS,ADMINISTRATION & HR,600.00,4/1/2021
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,10849.57,11/4/2021
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,392799.26,7/7/2021
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,85.77,11/26/2021
NAESA INT'l,TRAVEL & MEETING EXPENSE,200.00,11/4/2021
"SPRINT SOLUTIONS, INC.",UTILITIES EXPENSE,23134.90,4/1/2021
DAVID FOX MD,ADMINISTRATION & HR,800.00,9/23/2021
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,4991.00,6/2/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,589521.82,12/27/2021
G.A.G. INDUSTRIES CORP.,MAINTENANCE & REPAIRS,52399.02,9/20/2021
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,3325.00,12/14/2021
"CHICAGO JACK SERVICE, INC.",MAINTENANCE & REPAIRS,900.00,3/8/2021
"WISCO, INC.",MAINTENANCE & REPAIRS,280.50,3/18/2021
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,18375.00,3/24/2021
PNC BANK,MAINTENANCE & REPAIRS,1146.77,4/16/2021
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,1573.45,6/28/2021
AURIGA CORPORATION,GENERAL EXPENSES,2200.00,12/2/2021
"LUMINATOR TECHNOLOGY GROUP, INC.",FINANCIAL & TREAS SVCS,79287.50,6/16/2021
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,10710.00,5/26/2021
CINTAS CORPORATION,DIRECT PURCHASES,382.16,11/22/2021
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,40595.25,2/4/2021
"CHICAGO UNITED INDUSTRIES, LTD.",EQUIPMENT RENTAL,4441.65,6/14/2021
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,21918.44,2/17/2021
CINTAS CORPORATION,MAINTENANCE & REPAIRS,2850.65,11/22/2021
COMPUTER AID INC,TECHNOLOGY SERVICES,590940.50,5/5/2021
BROTHERS & THOMPSON P.C.,LEGAL COSTS,11064.00,9/9/2021
"PROTANIC, INC.",MAINTENANCE & REPAIRS,1010.44,10/4/2021
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,180.62,12/22/2021
EXPONENT FAILURE ANALYSIS,CONTRACTUAL SERVICES,3727.50,9/23/2021
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,600.00,2/11/2021
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,11263.17,10/6/2021
"RADICOM, INC.",MAINTENANCE & REPAIRS,10450.00,1/20/2021
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,17318.50,2/11/2021
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,786172.39,4/5/2021
MSA SAFETY SALES LLC,TRAVEL & MEETING EXPENSE,2970.00,6/10/2021
"PROTANIC, INC.",MAINTENANCE & REPAIRS,1495.00,7/12/2021
EL DIA NEWSPAPER,ADVERTISING & PROMOTION,450.00,11/18/2021
"*DatamanUSA, LLC",CONTRACTUAL SERVICES,6320.00,1/28/2021
"ICE MILLER, LLP",LEGAL COSTS,2500.00,5/20/2021
Konecranes,MAINTENANCE & REPAIRS,55429.40,11/29/2021
TerraCycle Regulated Waste,MAINTENANCE & REPAIRS,245.00,12/27/2021
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,13087.95,7/29/2021
SDI PRESENCE LLC,TECHNOLOGY SERVICES,16883.75,8/4/2021
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,3170.00,8/25/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,9738.93,2/17/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,5/6/2021
TRANSPORTATION SAFETY INSTITUTE,TRAVEL & MEETING EXPENSE,1740.00,4/15/2021
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,1187.86,3/15/2021
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,500.00,12/7/2021
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,7236.00,7/26/2021
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,29350.00,5/5/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,454.00,12/23/2021
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,2341.44,10/13/2021
CHICAGO POLICE DEPARTMENT,PURCHASE OF SECURITY SERVICES,2306476.70,9/13/2021
"MOBILE MINI, INC",EQUIPMENT RENTAL,495.00,7/2/2021
CLERK OF SUPERIOR COURT OF FULTON COUNTY,LEGAL COSTS,15.00,11/18/2021
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,645.00,8/2/2021
"PREMIER STAFFING SOURCE, INC.",CONSULTING,4320.00,6/30/2021
BRE RIVER NORTH POINT OWNER LLC,FACILITY RENTAL,56062.02,10/13/2021
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,1744.80,10/12/2021
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,3/29/2021
"COMCAST OF CHICAGO, IL",EQUIPMENT RENTAL,51.52,5/27/2021
"CROWE, LLP",FINANCIAL & TREAS SVCS,5000.00,12/30/2021
PITNEY BOWES GLOBAL MAILING SYSTEMS,MAINTENANCE & REPAIRS,234.17,10/28/2021
UNITEC PARTS CO.,DIRECT PURCHASES,2462.00,6/17/2021
"WBDC, WOMEN'S BUSINESS DEVELOPMENT CENTER",GENERAL EXPENSES,2500.00,3/22/2021
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,73416.00,7/7/2021
BIAS CORPORATION,MAINTENANCE & REPAIRS,1711.96,7/22/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,1/21/2021
"ACS ENTERPRISES, INC.",DIRECT PURCHASES,2025.00,3/18/2021
"Chilly Global Supply, LLC",GENERAL EXPENSES,710.20,9/2/2021
JBM Janitorial Corp.,MAINTENANCE & REPAIRS,4760.00,3/1/2021
"RTB, S.C.",ADMINISTRATION & HR,750.00,1/28/2021
TOWN OF CICERO,UTILITIES EXPENSE,5281.50,1/21/2021
ARCCA,CONTRACTUAL SERVICES,2520.00,6/17/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/26/2021
GRE-GOCO ORRINGTON OWNER LLC,EQUIPMENT RENTAL,1039.68,4/1/2021
"WISCO, INC.",DIRECT PURCHASES,1116.81,5/6/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,166453.98,7/28/2021
"LUMINATOR TECHNOLOGY GROUP, INC.",FINANCIAL & TREAS SVCS,77304.25,6/14/2021
"LUMINATOR TECHNOLOGY GROUP, INC.",FINANCIAL & TREAS SVCS,80352.00,7/28/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,16922.31,7/26/2021
"MOBILE MINI, INC",EQUIPMENT RENTAL,495.00,2/11/2021
TerraCycle Regulated Waste,MAINTENANCE & REPAIRS,2030.00,3/22/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,213.78,12/7/2021
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,7174.00,11/11/2021
"PROTANIC, INC.",MAINTENANCE & REPAIRS,5738.34,4/28/2021
"*ATLAS & ASSOCIATES, INC.",MAINTENANCE & REPAIRS,12523.00,11/18/2021
CYNTHIA A. PAVESICH & ASSOC.,LEGAL COSTS,130.90,5/13/2021
MIDWEST ORTHOPAEDICS AT RUSH LLC,ADMINISTRATION & HR,750.00,4/29/2021
Donald Gismondi,CONSULTING,13701.60,7/29/2021
Tribologik Corp,CONTRACTUAL SERVICES,5639.20,5/20/2021
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,999.20,2/17/2021
LANDSTROM NEUROPSYCHOLOGICAL CENTER PC,ADMINISTRATION & HR,500.00,4/8/2021
ERIE FAMILY HEALTH CENTER,ADMINISTRATION & HR,500.00,6/17/2021
M.E. REPORTING INC,LEGAL COSTS,342.20,6/17/2021
VTECH SOLUTION INC,TECHNOLOGY SERVICES,20321.19,8/19/2021
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,1999.53,9/16/2021
HARRY S. TRUMAN COLLEGE,FACILITY RENTAL,16872.00,7/21/2021
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,2490.29,3/24/2021
EXHIBIT 5,LEGAL COSTS,564.30,8/19/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,1465.92,9/20/2021
JASCULCA TERMAN STRATEGIC COMMUNICATIONS,CONTRACTUAL SERVICES,9612.50,2/4/2021
JBM Janitorial Corp.,MAINTENANCE & REPAIRS,5780.00,2/3/2021
CHICAGO COOK WORKFORCE PARTNERSHIP,GENERAL EXPENSES,149943.28,8/26/2021
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,669.65,9/29/2021
"VERIZON WIRELESS, INC.",UTILITIES EXPENSE,184125.68,3/18/2021
FUSION ENGINEERING LLC,LEGAL COSTS,12642.50,9/2/2021
GENUINE PARTS COMPANY (NAPA),ADMINISTRATION & HR,7896.00,2/8/2021
TERESA BOYLE ROGERS CONSULTING,CONSULTING,2458.80,2/24/2021
"MYERS SERVICE, INC.",LEGAL COSTS,700.00,10/12/2021
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,1921.28,10/21/2021
BRANDON WOODBERRY,LEGAL COSTS,75.00,11/12/2021
PNC BANK,MAINTENANCE & REPAIRS,768.83,11/15/2021
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,202.66,12/30/2021
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,242.28,8/18/2021
"SPRINT SOLUTIONS, INC.",UTILITIES EXPENSE,23134.90,7/7/2021
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3680.00,4/12/2021
LEXIS NEXIS CO.,CONTRACTUAL SERVICES,5708.33,12/2/2021
"LANER, MUCHIN, DOMBROW, BECKER,",LEGAL COSTS,1400.00,11/17/2021
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1110.55,10/27/2021
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,535.00,11/24/2021
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,594.00,6/2/2021
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,14825.54,10/4/2021
ILLINOIS TOLLWAY,GENERAL EXPENSES,67.80,10/14/2021
METROPOLITAN WATER RECLAMATION.,FACILITY RENTAL,71000.00,11/26/2021
CLAREMONT LLC,ADMINISTRATION & HR,2378.00,3/25/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,1527.00,2/10/2021
HOMEWOOD SUITES BY HILTON,TRAVEL & MEETING EXPENSE,1951.30,12/2/2021
CLAREMONT LLC,ADMINISTRATION & HR,2098.00,6/24/2021
PEOPLES GAS,UTILITIES EXPENSE,16415.28,6/30/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,4779.00,12/1/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,5283.00,4/1/2021
AMERICAN INSURANCE SERVICES GROUP,CONTRACTUAL SERVICES,151.90,9/30/2021
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,31034.13,8/5/2021
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1189.88,12/23/2021
"*SILK SCREEN EXPRESS, INC..",GENERAL EXPENSES,91582.18,10/14/2021
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,217.50,9/20/2021
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,10.00,9/8/2021
Michael Best Strategies,CONTRACTUAL SERVICES,6000.00,7/2/2021
H.R. SLATER COMPANY,DIRECT PURCHASES,2232.48,9/29/2021
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,386.04,7/29/2021
"CANON BUSINESS SOLUTIONS, INC.",MAINTENANCE & REPAIRS,4782.60,6/9/2021
TKG & ASSOCIATES L.L.C,CONSULTING,5000.00,1/15/2021
LOWIS & GELLEN LLP,LEGAL COSTS,147.50,2/11/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,664160.14,6/9/2021
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,86331.89,5/12/2021
PNC BANK,TRAVEL & MEETING EXPENSE,418.46,11/15/2021
AVENU SLS HOLDINGS LLC,GENERAL EXPENSES,395.00,7/29/2021
"MID-AMERICA BUSINESS SYSTEMS & EQUPMENT, INC.",MAINTENANCE & REPAIRS,2980.70,5/10/2021
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,12943.58,11/29/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,644.00,6/2/2021
"HERITAGE-CRYSTAL CLEAN, LLC",MAINTENANCE & REPAIRS,9696.00,1/11/2021
"QUANTUM CROSSINGS, LLC",FINANCIAL & TREAS SVCS,49951.47,3/8/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,1953.89,3/1/2021
"MYERS SERVICE, INC.",LEGAL COSTS,1073.00,9/2/2021
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,4137.87,8/11/2021
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,686.30,10/13/2021
CHICAGO COOK WORKFORCE PARTNERSHIP,GENERAL EXPENSES,25061.14,9/16/2021
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,2372.40,10/21/2021
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8346.94,9/16/2021
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,8416.25,2/15/2021
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,12/29/2021
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,69221.25,12/29/2021
QUESTIONMARK CORPORATION,TECHNOLOGY SERVICES,28750.00,6/28/2021
"MOBILE MINI, INC",EQUIPMENT RENTAL,1815.00,1/14/2021
COMPUTER AID INC,TECHNOLOGY SERVICES,626638.40,7/28/2021
PEOPLES GAS,UTILITIES EXPENSE,79304.48,8/11/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,1343.76,1/20/2021
"THOMPSON COBURN, LLC",LEGAL COSTS,89894.52,6/16/2021
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,MAINTENANCE & REPAIRS,116417.09,4/15/2021
BLAIDA AND ASSOCIATES LLC,CONTRACTUAL SERVICES,12000.00,6/2/2021
CLERK OF THE CIRCUIT COURT  1,LEGAL COSTS,12.00,7/2/2021
VILLAGE OF FOREST PARK (WATER ACCOUNT),UTILITIES EXPENSE,14277.29,3/25/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/26/2021
"GENFARE, A DIVISION OF SPX CORPORATION",DIRECT PURCHASES,101.47,9/15/2021
"PROTANIC, INC.",MAINTENANCE & REPAIRS,77.50,7/14/2021
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,2262.00,5/5/2021
"AMERESCO, INC.",CONSULTING,14730.00,6/30/2021
MIDWEST ANESTHESIA AND PAIN SPECIALISTS SC,ADMINISTRATION & HR,750.00,10/28/2021
"OER SERVICES, LLC",EQUIPMENT RENTAL,900.00,9/29/2021
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,18375.00,5/31/2021
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,9727.00,11/3/2021
KONE SPARES,DIRECT PURCHASES,2551.20,8/23/2021
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,4627.98,10/21/2021
PNC BANK,GENERAL EXPENSES,189.00,11/15/2021
ERIE FAMILY HEALTH CENTER,ADMINISTRATION & HR,500.00,7/22/2021
JACKSON LEWIS PC,LEGAL COSTS,6552.00,2/10/2021
LEXIS NEXIS CO.,CONTRACTUAL SERVICES,5622.08,4/29/2021
*MOBILE HEALTH & TESTING SERVICES,ADMINISTRATION & HR,33870.00,2/4/2021
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,14681.29,9/29/2021
PNC BANK,TRAVEL & MEETING EXPENSE,120.00,2/16/2021
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,1626.93,9/2/2021
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,1553.67,3/24/2021
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,46312.72,7/26/2021
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,16522.46,7/29/2021
*M. WELLS PRINTING COMPANY,ADVERTISING & PROMOTION,915.00,1/20/2021
"WBDC, WOMEN'S BUSINESS DEVELOPMENT CENTER",GENERAL EXPENSES,2500.00,3/17/2021
UNION PACIFIC RAILROAD COMPANY,FACILITY RENTAL,105000.00,4/28/2021
AT OUR CORE INC,GENERAL EXPENSES,16910.51,10/12/2021
CUMMINS INC.,MAINTENANCE & REPAIRS,855.12,12/8/2021
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,223.18,11/26/2021
Carahsoft Technology Corporation,ADVERTISING & PROMOTION,13992.81,7/19/2021
Terrence J Schaffner,CONTRACTUAL SERVICES,11418.75,10/28/2021
ILLINOIS EYE INSTITUTE,DIRECT PURCHASES,853.00,8/19/2021
DELL MARKETING L.P.,TECHNOLOGY SERVICES,880281.54,6/10/2021
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,37302.67,5/13/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,11/18/2021
REHABILITATION INSTITUTE OF CHICAGO,ADMINISTRATION & HR,750.00,3/25/2021
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/12/2021
DLT SOLUTIONS LLC,TECHNOLOGY SERVICES,27431.96,9/22/2021
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,95.93,10/14/2021
POINT OF DIFFERENCE STRATEGIES,CONTRACTUAL SERVICES,6000.00,9/30/2021
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,206.00,2/18/2021
VILLAGE OF OAK PARK -1,PURCHASE OF SECURITY SERVICES,11488.49,9/20/2021
NAEGELI DEPOSITION AND TRIAL,LEGAL COSTS,495.00,11/4/2021
