VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,7699.15,2/11/2020
CINTAS CORPORATION,DIRECT PURCHASES,1272.60,2/14/2020
CUMMINS INC.,MAINTENANCE & REPAIRS,1740.78,7/13/2020
"THE MCS GROUP, INC.",ADMINISTRATION & HR,3322.14,7/23/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,533641.86,4/6/2020
WILLIAM E. BOBLICK M.D.,ADMINISTRATION & HR,250.00,12/10/2020
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,106.99,1/22/2020
"WORLD FUEL SERVICES, INC.",DIRECT PURCHASES,82699.40,7/29/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,75044.22,3/3/2020
CINTAS CORPORATION,DIRECT PURCHASES,93.87,10/28/2020
"*DatamanUSA, LLC",CONTRACTUAL SERVICES,28440.00,10/8/2020
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,500.00,2/20/2020
"CUBIC TRANSPORTATION SYSTEMS, INC.",DIRECT PURCHASES,662585.12,3/23/2020
Tribologik Corp,CONTRACTUAL SERVICES,6330.80,10/1/2020
PNC BANK,GENERAL EXPENSES,1439.25,5/20/2020
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,7230.00,2/7/2020
CINTAS CORPORATION,CONTRACTUAL SERVICES,6041.04,2/5/2020
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1715.20,9/14/2020
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,468.81,11/19/2020
PEOPLES GAS,UTILITIES EXPENSE,134442.78,12/24/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,705.76,4/29/2020
MURRAY & TRETTEL INC,GENERAL EXPENSES,832.50,12/24/2020
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,12908.34,7/23/2020
89TH ST PROPERTIES LLC,FACILITY RENTAL,27968.92,11/23/2020
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,16499.07,3/2/2020
"WISCO, INC.",MAINTENANCE & REPAIRS,1506.70,10/1/2020
"EVERBRIDGE, INC.",MAINTENANCE & REPAIRS,65998.00,8/13/2020
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,56875.00,7/29/2020
ILLINOIS STATE POLICE 1,LEGAL COSTS,5.00,5/21/2020
"SNOW SYSTEMS, INC",MAINTENANCE & REPAIRS,19756.00,1/3/2020
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,1161.00,10/15/2020
CALIBER PACKAGING LLC,MAINTENANCE & REPAIRS,345.00,2/21/2020
ENO TRANSPORTATION FOUNDATION,GENERAL EXPENSES,3500.00,1/30/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,9319.63,10/21/2020
CINTAS CORPORATION,DIRECT PURCHASES,468.63,12/9/2020
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,299.00,8/27/2020
CHICAGO POLICE DEPARTMENT,PURCHASE OF SECURITY SERVICES,528307.99,2/6/2020
COZEN O'CONNOR,LEGAL COSTS,33214.00,11/12/2020
RISHI RANJAN CHAUDURI M.D,ADMINISTRATION & HR,600.00,10/15/2020
"*DatamanUSA, LLC",CONTRACTUAL SERVICES,3160.00,11/5/2020
"WINKLER'S TREE SERVICE, INC.",CONTRACTUAL SERVICES,1190.00,7/9/2020
"AMERESCO, INC.",CONSULTING,14730.00,7/29/2020
FORESIGHT RECONSTRUCTION INC,CONTRACTUAL SERVICES,3750.00,1/28/2020
"Alstom Signaling Inc., d/b/a Alstom Signaling Operation, LLC.",DIRECT PURCHASES,1375.00,5/27/2020
"THOMAS J. WALSH CONSULTING, LLC",CONTRACTUAL SERVICES,6000.00,5/28/2020
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,47514.70,8/20/2020
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,8893.00,3/16/2020
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,18891.32,3/2/2020
"WISCO, INC.",MAINTENANCE & REPAIRS,1808.30,5/14/2020
SDI PRESENCE LLC,TECHNOLOGY SERVICES,304779.00,10/28/2020
"OFFICE DEPOT, INCORPORATED",DIRECT PURCHASES,548.28,4/1/2020
"LANER, MUCHIN, DOMBROW, BECKER,",LEGAL COSTS,2945.80,11/16/2020
IRVIN WEISMAN MD,ADMINISTRATION & HR,750.00,12/24/2020
*M. WELLS PRINTING COMPANY,ADVERTISING & PROMOTION,11998.00,6/11/2020
"RADICOM, INC.",MAINTENANCE & REPAIRS,8900.00,3/19/2020
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,153.17,2/21/2020
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,16856.42,7/9/2020
"CUBIC TRANSPORTATION SYSTEMS, INC.",DIRECT PURCHASES,40738.33,6/10/2020
HEGENSCHEIDT CORP.,MAINTENANCE & REPAIRS,18731.44,10/26/2020
"GLOBAL FINISHING SOLUTIONS, LLC",DIRECT PURCHASES,4400.00,11/12/2020
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,20958.84,6/8/2020
"STEVE'S EQUIPMENT SERVICE, INC.",MAINTENANCE & REPAIRS,8078.94,2/24/2020
"WISCO, INC.",DIRECT PURCHASES,125.40,1/21/2020
Intuit: The Center for Intuitive and Outsider Art,CONTRACTUAL SERVICES,10000.00,5/14/2020
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,181.97,1/21/2020
GRANT LAW LLC,LEGAL COSTS,72.00,6/24/2020
TALENTCLICK WORKFORCE SOLUTIONS INC.,CONSULTING,38500.00,4/16/2020
COMPUTER AID INC,TECHNOLOGY SERVICES,17600.00,4/15/2020
JACKSON LEWIS PC,LEGAL COSTS,9464.00,11/9/2020
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,6.50,3/6/2020
CITY OF BERWYN,GENERAL EXPENSES,100.00,9/10/2020
"*WILEY'S LAWN CARE, LLC",MAINTENANCE & REPAIRS,27837.00,8/10/2020
JACKSON LEWIS PC,LEGAL COSTS,1316.00,4/8/2020
"108 NORTH STATE ST. (CHICAGO) OWNER,LLC",FACILITY RENTAL,31900.00,10/22/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,22137.06,5/27/2020
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,12767.30,5/7/2020
"THE MCS GROUP, INC.",ADMINISTRATION & HR,4184.88,3/12/2020
"GSG-PROBE CONSULTING, INC.",CONTRACTUAL SERVICES,8533.00,10/1/2020
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,18653.34,12/3/2020
INTERTEK USA INC.,CONTRACTUAL SERVICES,18184.00,5/19/2020
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,62143.00,2/18/2020
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,2495.96,11/30/2020
"HITACHI RAIL STS USA, INC.",DIRECT PURCHASES,17763.75,5/28/2020
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,3438.11,1/16/2020
DYNEGY ENERGY SERVICES,UTILITIES EXPENSE,415458.84,4/1/2020
*CHICAGO PESTS LLC,MAINTENANCE & REPAIRS,128.00,11/25/2020
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3229.00,2/20/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,832.00,12/21/2020
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,121576.29,9/3/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,208.75,1/31/2020
"MAYER, BROWN, ROWE & MAW",LEGAL COSTS,12500.00,3/25/2020
"WISCO, INC.",MAINTENANCE & REPAIRS,2552.16,11/25/2020
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,2491.40,3/9/2020
"QUEST DIAGNOSTICS, INC,",ADMINISTRATION & HR,32072.25,4/22/2020
ROBERT D GALIANO MD,ADMINISTRATION & HR,750.00,1/28/2020
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,106.99,1/15/2020
Konecranes,MAINTENANCE & REPAIRS,5030.13,12/3/2020
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,241.90,5/7/2020
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,11669.79,1/15/2020
"RADICOM, INC.",MAINTENANCE & REPAIRS,7675.00,9/21/2020
PNC BANK,TRAVEL & MEETING EXPENSE,3275.39,3/17/2020
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,479.80,4/22/2020
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,4818.64,11/18/2020
RICHARD M STANTON,LEGAL COSTS,300.00,9/10/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,1684.38,3/13/2020
"JOHNSON CONTROLS, INC.",MAINTENANCE & REPAIRS,1816.00,7/23/2020
"Alstom Signaling Inc., d/b/a Alstom Signaling Operation, LLC.",DIRECT PURCHASES,1375.00,8/5/2020
"ESRI, INC.",CONSULTING,71779.00,1/22/2020
VENTRA CUSTOMER SERVICE CENTER,CONTRACTUAL SERVICES,50.00,3/25/2020
ENTERPRISE FLEET SERVICES,EQUIPMENT RENTAL,126576.59,4/29/2020
BLAZEN ILLUMINATIONS LLC,CONTRACTUAL SERVICES,500.00,12/28/2020
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,5140.00,2/26/2020
"PHAMATECH, INC.",ADMINISTRATION & HR,7105.00,5/21/2020
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,4351.37,10/5/2020
NOTARY PUBLIC ASSOCIATION,GENERAL EXPENSES,54.00,3/4/2020
"OFFICE DEPOT, LLC.",DIRECT PURCHASES,31.97,8/31/2020
CHICAGO COMPENSATION ASSOC.,GENERAL EXPENSES,95.00,6/18/2020
CLAREMONT LLC,CONTRACTUAL SERVICES,185.00,3/17/2020
PNC BANK,LEGAL COSTS,1231.06,4/14/2020
COMPUTER AID INC,TECHNOLOGY SERVICES,35545.00,1/8/2020
PITNEY BOWES GLOBAL MAILING SYSTEMS,GENERAL EXPENSES,2446.32,2/7/2020
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,1407.72,3/13/2020
"AMAZON WEB SERVICES, INC.",CONTRACTUAL SERVICES,1041.28,10/28/2020
JASCULCA TERMAN STRATEGIC COMMUNICATIONS,CONTRACTUAL SERVICES,8343.75,12/31/2020
MEDIAAGILITY INC,TECHNOLOGY SERVICES,1794.77,10/29/2020
"BHFX, LLC",MAINTENANCE & REPAIRS,945.00,9/3/2020
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,177742.80,11/30/2020
"108 NORTH STATE ST. (CHICAGO) OWNER,LLC",FACILITY RENTAL,31900.00,4/2/2020
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,917.60,8/27/2020
BRENDA SWARTZ M.D,ADMINISTRATION & HR,150.00,12/31/2020
EHC CANADA INC. d/b/a EHC GLOBAL,DIRECT PURCHASES,1850.00,9/28/2020
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,242.78,1/7/2020
"WINKLER'S TREE SERVICE, INC.",CONTRACTUAL SERVICES,6198.00,7/23/2020
"*DatamanUSA, LLC",CONTRACTUAL SERVICES,3160.00,12/10/2020
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,LEGAL COSTS,10.00,10/22/2020
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,1132.00,4/30/2020
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,106.99,2/19/2020
SANDRA DAVIS APN,ADMINISTRATION & HR,200.00,1/15/2020
Wensco,ADVERTISING & PROMOTION,4990.00,6/18/2020
CHICAGO TRIBUNE MEDIA GROUP,ADVERTISING & PROMOTION,510.00,12/10/2020
"SVANACO, INC.",TECHNOLOGY SERVICES,27975.00,3/17/2020
"ICE MILLER, LLP",LEGAL COSTS,2500.00,9/17/2020
"HINSHAW & CULBERTSON, LLP",LEGAL COSTS,4336.50,6/25/2020
CINTAS CORPORATION,CONTRACTUAL SERVICES,35655.25,3/10/2020
"GSG-PROBE CONSULTING, INC.",CONTRACTUAL SERVICES,7338.00,6/18/2020
STAPLES ADVANTAGE,DIRECT PURCHASES,22140.54,10/5/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,250071.25,2/13/2020
Konecranes,MAINTENANCE & REPAIRS,2654.69,4/16/2020
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,36589.50,11/18/2020
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,876.25,10/21/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,760.85,1/15/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,29535.65,1/21/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,63182.14,6/17/2020
"PROTANIC, INC.",MAINTENANCE & REPAIRS,2245.00,8/3/2020
WTS GREATER CHICAGO AREA CHAPTER,GENERAL EXPENSES,1000.00,2/6/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3847.77,1/24/2020
"WISCO, INC.",DIRECT PURCHASES,644.42,9/3/2020
Konecranes,MAINTENANCE & REPAIRS,12243.40,3/10/2020
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,3929.42,5/13/2020
"108 NORTH STATE ST. (CHICAGO) OWNER,LLC",FACILITY RENTAL,31900.00,10/1/2020
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,40751.62,7/16/2020
"OER SERVICES, LLC",EQUIPMENT RENTAL,3788.00,12/9/2020
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,31043.50,3/25/2020
UNITEC PARTS CO.,DIRECT PURCHASES,5549.50,6/18/2020
"PROTANIC, INC.",MAINTENANCE & REPAIRS,750.00,4/15/2020
"CANON BUSINESS SOLUTIONS, INC.",MAINTENANCE & REPAIRS,2328.75,9/17/2020
"ANCHOR MECHANICAL, INC.",MAINTENANCE & REPAIRS,13974.00,3/3/2020
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,1411.39,7/1/2020
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",MAINTENANCE & REPAIRS,77877.07,4/29/2020
"WISCO, INC.",DIRECT PURCHASES,36.50,6/25/2020
VCLOUD TECH INC.,TECHNOLOGY SERVICES,11206.29,12/31/2020
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,22073.29,3/4/2020
"EMSL Analytical, Inc.",MAINTENANCE & REPAIRS,333.00,9/3/2020
"*ALVAREZ, INC.",CONTRACTUAL SERVICES,25833.30,7/9/2020
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1570.13,4/22/2020
"RADICOM, INC.",MAINTENANCE & REPAIRS,7675.00,1/22/2020
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,16.65,6/4/2020
JACKSON LEWIS PC,LEGAL COSTS,2016.00,3/25/2020
CORPORATE CONCEPTS INC,DIRECT PURCHASES,2175.00,2/19/2020
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,1380.87,10/1/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,3921.24,2/6/2020
"108 NORTH STATE ST. (CHICAGO) OWNER,LLC",FACILITY RENTAL,31900.00,1/14/2020
89TH ST PROPERTIES LLC,FACILITY RENTAL,27968.92,10/21/2020
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,771.84,8/3/2020
MP2 ENERGY NE LLC,UTILITIES EXPENSE,553515.03,9/30/2020
"ORACLE AMERICA, INC.",TECHNOLOGY SERVICES,77499.99,5/19/2020
"COY PUGH AND ASSOCIATES, LLC",CONTRACTUAL SERVICES,6000.00,1/17/2020
"H-O-H-WATER TECHNOLOGY, INC.",MAINTENANCE & REPAIRS,10233.60,2/24/2020
PNC BANK,TECHNOLOGY SERVICES,804.38,11/16/2020
RAPID7 LLC,TECHNOLOGY SERVICES,39620.40,5/14/2020
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,46869.92,8/19/2020
ANDERSON COVERAGE GROUP LLC,LEGAL COSTS,324.50,7/23/2020
NATHANIEL JONES M.D.,ADMINISTRATION & HR,650.00,12/10/2020
"CONSTELLATION NEW ENERGY GAS DIVISION, LLC",UTILITIES EXPENSE,22797.10,6/10/2020
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,651.00,1/7/2020
HOLLAND & KNIGHT LLP,LEGAL COSTS,7021.00,7/30/2020
"*MOTR GRAFX, LLC",DIRECT PURCHASES,1702.00,12/3/2020
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,106.99,2/26/2020
PNC BANK,GENERAL EXPENSES,20.99,10/16/2020
"VULCAN CONSTRUCTION MATERIALS, LLC",DIRECT PURCHASES,5935.16,12/14/2020
"H-O-H-WATER TECHNOLOGY, INC.",MAINTENANCE & REPAIRS,3755.52,5/13/2020
CINTAS CORPORATION,CONTRACTUAL SERVICES,8018.04,7/13/2020
"WORLD FUEL SERVICES, INC.",DIRECT PURCHASES,91824.88,6/3/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,5425.39,9/4/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,32555.05,12/7/2020
JACKSON LEWIS PC,LEGAL COSTS,5012.00,10/28/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,31065.80,11/9/2020
COMPUTER AID INC,TECHNOLOGY SERVICES,19360.00,8/12/2020
ERIC GREEN,LEGAL COSTS,75.00,1/7/2020
COMPUTER AID INC,TECHNOLOGY SERVICES,525098.90,7/22/2020
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,7338.50,3/18/2020
CINTAS CORPORATION,CONTRACTUAL SERVICES,27555.93,3/25/2020
TALX CORPORATION,CONTRACTUAL SERVICES,450.00,1/2/2020
CITATION BOX & PAPER CO.,DIRECT PURCHASES,1144.00,11/5/2020
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,138.58,7/16/2020
EHC CANADA INC. d/b/a EHC GLOBAL,DIRECT PURCHASES,6305.28,8/24/2020
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,82152.24,11/12/2020
PAMELA DOCKSTADER ORTIZ PSY D,ADMINISTRATION & HR,250.00,3/12/2020
CINTAS CORPORATION,DIRECT PURCHASES,93.87,12/23/2020
"*ANCHOR STAFFING, INC.",CONSULTING,1235.54,4/6/2020
*SYNERGY DEVELOPMENT LIMITED,MAINTENANCE & REPAIRS,10000.80,12/2/2020
"GENFARE, A DIVISION OF SPX CORPORATION",DIRECT PURCHASES,348.00,1/21/2020
LIFECARE INNOVATIONS INC,ADMINISTRATION & HR,62.50,8/13/2020
"MID-AMERICA BUSINESS SYSTEMS & EQUPMENT, INC.",MAINTENANCE & REPAIRS,2952.20,4/27/2020
"GMI, LLC",DIRECT PURCHASES,2870.00,5/20/2020
"SNOW SYSTEMS, INC",MAINTENANCE & REPAIRS,21204.00,4/1/2020
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,5374.70,12/28/2020
"CANON BUSINESS SOLUTIONS, INC.",MAINTENANCE & REPAIRS,8159.81,8/26/2020
"BHFX, LLC",MAINTENANCE & REPAIRS,945.00,10/1/2020
CINTAS CORPORATION,CONTRACTUAL SERVICES,8279.46,6/22/2020
"H-O-H-WATER TECHNOLOGY, INC.",MAINTENANCE & REPAIRS,2823.00,4/15/2020
"LANER, MUCHIN, DOMBROW, BECKER,",LEGAL COSTS,2924.00,12/2/2020
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,16616.57,12/17/2020
"GENFARE, A DIVISION OF SPX CORPORATION",MAINTENANCE & REPAIRS,7479.16,7/1/2020
SDI PRESENCE LLC,TECHNOLOGY SERVICES,292775.00,8/26/2020
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,5090.00,3/10/2020
"PROTANIC, INC.",MAINTENANCE & REPAIRS,750.00,8/10/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,1792.65,3/5/2020
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,30519.88,4/22/2020
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,9213.34,9/16/2020
PNC BANK,TRAVEL & MEETING EXPENSE,136.00,5/20/2020
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,201.54,10/12/2020
KONE SPARES,DIRECT PURCHASES,2038.00,1/9/2020
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,1810.52,10/8/2020
Sylvain Studios LLC,CONTRACTUAL SERVICES,500.00,11/19/2020
"PROTANIC, INC.",MAINTENANCE & REPAIRS,3359.13,12/23/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,2125.02,11/23/2020
"U.S. LEGAL SUPPORT, INCORPORATED",LEGAL COSTS,275.35,2/6/2020
UNITEC PARTS CO.,DIRECT PURCHASES,31958.00,4/16/2020
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,15901.77,9/3/2020
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,52.80,3/20/2020
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,803.29,10/7/2020
"Mirabel Industrial Welding Equipment, LLC",MAINTENANCE & REPAIRS,1263.66,6/18/2020
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,362434.40,12/14/2020
"CALIBRATION SOLUTION, THE",MAINTENANCE & REPAIRS,1588.20,4/30/2020
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,158.00,3/17/2020
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,6600.00,11/30/2020
LOU MALNATI'S,GENERAL EXPENSES,271.00,3/12/2020
ARCCA,LEGAL COSTS,14850.00,10/22/2020
GRANT LAW LLC,LEGAL COSTS,640.00,7/29/2020
"JUST ELEVATOR INSPECTION SERVICE, INC.",MAINTENANCE & REPAIRS,8480.00,12/31/2020
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,9/30/2020
"U.S. LEGAL SUPPORT, INCORPORATED",LEGAL COSTS,610.83,2/25/2020
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,31040.54,7/22/2020
"SEFTON, MORAN & POTTS, LTD",LEGAL COSTS,581.50,2/26/2020
CALIBER PACKAGING LLC,MAINTENANCE & REPAIRS,115.00,5/13/2020
ACCOUNTEMPS/DIV. ROBERT HALF,LEGAL COSTS,3553.50,3/13/2020
CUMMINS INC.,MAINTENANCE & REPAIRS,610.80,11/18/2020
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,684124.98,12/7/2020
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,15.39,3/13/2020
89TH ST PROPERTIES LLC,FACILITY RENTAL,27968.92,9/28/2020
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,100.00,2/21/2020
Moosend LTD,CONSULTING,3900.00,11/16/2020
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,12015.00,6/29/2020
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,4646.25,3/25/2020
AISC(AMERICAN INST OF STEEL CONS,GENERAL EXPENSES,225.00,5/28/2020
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,589.37,1/17/2020
UNIVERSITY OF ILL OUTPT - OHSI,CONTRACTUAL SERVICES,1000.00,2/27/2020
CHICAGO METROPOLITAN FIRE PREVENTION CO,MAINTENANCE & REPAIRS,255.00,11/12/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,874.20,1/14/2020
STAPLES ADVANTAGE,DIRECT PURCHASES,30206.65,8/31/2020
CINTAS CORPORATION,CONTRACTUAL SERVICES,6093.84,12/28/2020
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,11672.19,2/4/2020
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,268333.74,6/4/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,65746.52,3/25/2020
CONTINENTAL LANGUAGES LLC,CONTRACTUAL SERVICES,450.00,7/30/2020
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,15024.27,8/20/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,57770.45,1/24/2020
CLAREMONT LLC,CONTRACTUAL SERVICES,2070.00,3/25/2020
CINTAS CORPORATION,CONTRACTUAL SERVICES,7639.70,3/11/2020
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,1020.93,9/23/2020
ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,CONTRACTUAL SERVICES,2150.00,2/7/2020
FOREST PARK POLICE DEPT.,PURCHASE OF SECURITY SERVICES,8251.75,10/1/2020
"WISCO, INC.",DIRECT PURCHASES,380.40,4/2/2020
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,6200.00,9/30/2020
"WISCO, INC.",MAINTENANCE & REPAIRS,990.24,4/2/2020
AMERIMEX SALES & SERVICE,MAINTENANCE & REPAIRS,4637.00,2/6/2020
COOK COUNTY SHERIFF DEPARTMENT,MAINTENANCE & REPAIRS,33244.44,2/25/2020
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,798.77,6/22/2020
LABOR ARBITRATION INSTITUTE,TRAVEL & MEETING EXPENSE,375.00,2/7/2020
"SMC ELECTRICAL PRODUCTS, INC.",DIRECT PURCHASES,6480.44,11/18/2020
Carahsoft Technology Corporation,ADVERTISING & PROMOTION,13992.81,12/16/2020
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,32053.72,9/28/2020
KONE SPARES,DIRECT PURCHASES,184.76,4/1/2020
"JUST ELEVATOR INSPECTION SERVICE, INC.",MAINTENANCE & REPAIRS,12652.50,1/30/2020
CINTAS CORPORATION,MAINTENANCE & REPAIRS,2278.72,3/25/2020
"AMAZON WEB SERVICES, INC.",CONTRACTUAL SERVICES,938.57,7/1/2020
SOCIETY FOR HUMAN RESOURCE MGMT,GENERAL EXPENSES,219.00,9/3/2020
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,400.00,10/1/2020
"WISCO, INC.",MAINTENANCE & REPAIRS,624.00,5/28/2020
GRE-GOCO ORRINGTON OWNER LLC,EQUIPMENT RENTAL,1842.60,10/22/2020
CORPORATE CONCEPTS INC,GENERAL EXPENSES,35920.00,10/22/2020
