VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
HOLLAND & KNIGHT LLP,LEGAL COSTS,2301.00,2/10/2022
CMA/Flodyne/Hydradyne,MAINTENANCE & REPAIRS,7.21,5/5/2022
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,6757.58,3/29/2022
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,13277.25,6/9/2022
CITY OF CHICAGO         (3),LEGAL COSTS,25.00,8/18/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,7485.62,3/10/2022
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,70.15,3/24/2022
PNC BANK,TRAVEL & MEETING EXPENSE,742.00,3/18/2022
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,27576.59,8/25/2022
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,7396.80,1/19/2022
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,951.00,3/3/2022
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,283030.07,6/7/2022
*CHICAGO PESTS LLC,MAINTENANCE & REPAIRS,544.00,5/19/2022
"*ALVAREZ, INC.",EQUIPMENT RENTAL,7990.65,9/29/2022
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,121.18,3/17/2022
"WISCO, INC.",DIRECT PURCHASES,271.70,9/13/2022
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80.00,2/24/2022
LEXITAS,LEGAL COSTS,717.66,7/7/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,23364.37,9/20/2022
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",GENERAL EXPENSES,1357.40,7/29/2022
"THE MCS GROUP, INC.",ADMINISTRATION & HR,404.08,2/10/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,515.59,6/21/2022
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,422.00,7/7/2022
"*PRODUCTION DISTRIBUTION COMPANIES, INC.",DIRECT PURCHASES,4916.20,8/25/2022
"CONCARE, INC.",MAINTENANCE & REPAIRS,13394.17,2/24/2022
"CAREERBUILDER GOVERNMENT SOLUTIONS, LLC",ADVERTISING & PROMOTION,14496.00,4/28/2022
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,399254.74,3/17/2022
"LANER, MUCHIN, DOMBROW, BECKER,",LEGAL COSTS,4180.00,3/8/2022
FOREST PARK POLICE DEPT.,PURCHASE OF SECURITY SERVICES,609.72,2/10/2022
CALIBER PACKAGING LLC,MAINTENANCE & REPAIRS,670.64,2/1/2022
MEDIAAGILITY INC,TECHNOLOGY SERVICES,2386.21,3/3/2022
"*MULTILINGUAL CONNECTIONS, LLC",ADVERTISING & PROMOTION,602.10,5/26/2022
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,TRAVEL & MEETING EXPENSE,975.00,6/2/2022
"OER SERVICES, LLC",EQUIPMENT RENTAL,454.00,2/15/2022
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,4907.00,7/7/2022
"WISCO, INC.",MAINTENANCE & REPAIRS,1098.63,9/13/2022
LAKE COUNTY CLERKS OFFICE,LEGAL COSTS,60.00,5/26/2022
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,479.04,6/23/2022
"MOBILE MINI, INC",EQUIPMENT RENTAL,1155.00,7/7/2022
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,13994.75,6/16/2022
NEAL & LEROY L.L.C.,LEGAL COSTS,2492.65,6/23/2022
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,45.30,8/18/2022
"BIDDLE CONSULTING GROUP, INC.",GENERAL EXPENSES,1859.00,7/29/2022
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1092.07,8/4/2022
CORPORATE CONCEPTS INC,GENERAL EXPENSES,2602.23,4/28/2022
"GLASSHOUSE SYSTEMS, INC.",MAINTENANCE & REPAIRS,126584.12,3/17/2022
"MESIROW INSURANCE SERVICES, INC.",GENERAL EXPENSES,100.00,8/9/2022
MARTIN J LUBY LLC,CONSULTING,7500.00,1/13/2022
CINTAS CORPORATION,CONTRACTUAL SERVICES,2580.77,5/3/2022
"INTER-CON SECURITY SYSTEMS, INC",PURCHASE OF SECURITY SERVICES,227252.87,9/8/2022
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,36072.34,2/3/2022
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,4876.46,4/5/2022
VILLAGE OF SKOKIE.,UTILITIES EXPENSE,3079.36,6/23/2022
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,145.65,3/10/2022
CHICAGO POLICE DEPARTMENT,PURCHASE OF SECURITY SERVICES,501830.39,3/3/2022
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,1093.62,8/16/2022
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,398.95,4/19/2022
KONE SPARES,DIRECT PURCHASES,693.50,4/7/2022
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,4395.75,2/17/2022
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,10135.90,8/4/2022
MRO,ADMINISTRATION & HR,154.71,5/5/2022
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,60.50,5/5/2022
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,5/19/2022
GENUINE PARTS COMPANY (NAPA),CONSULTING,149054.00,8/4/2022
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,1057.54,1/13/2022
 CITY OF CHICAGO,LEGAL COSTS,25.00,4/11/2022
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,14.92,8/4/2022
JOEL R ANDERSON PC,ADMINISTRATION & HR,1000.00,6/23/2022
"SPRINT SOLUTIONS, INC.",UTILITIES EXPENSE,95515.81,1/13/2022
CINTAS CORPORATION,DIRECT PURCHASES,270.66,5/10/2022
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,34750.00,8/2/2022
LOU MALNATI'S,GENERAL EXPENSES,735.06,9/23/2022
"GUARDIAN INDUSTRIAL SUPPLY, LLC",DIRECT PURCHASES,1773.86,8/11/2022
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,9789.45,8/11/2022
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,228.58,1/27/2022
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,42763.79,9/29/2022
"CARD IMAGING, INC.",DIRECT PURCHASES,1595.00,5/3/2022
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,4733.15,6/14/2022
CHARLES EQUIPMENT ENERGY SYSTEMS LLC,MAINTENANCE & REPAIRS,1932.50,2/22/2022
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,5/5/2022
NATIONAL HIGHWAY INSTITUTE,TRAVEL & MEETING EXPENSE,1060.00,9/12/2022
"COLONIAL OIL INDUSTRIES, INC.",DIRECT PURCHASES,52404.18,8/25/2022
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8571.24,3/31/2022
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,21971.67,5/26/2022
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,1130.32,7/14/2022
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,15627.25,5/3/2022
ALLIANCE RADIO LLC,ADVERTISING & PROMOTION,1750.00,4/11/2022
PEOPLES GAS,UTILITIES EXPENSE,43428.73,8/9/2022
AVONDALE INVESTORS LLC,FACILITY RENTAL,25500.00,6/2/2022
AT & T CORP,UTILITIES EXPENSE,645894.74,9/15/2022
"THOMAS J. WALSH CONSULTING, LLC",CONTRACTUAL SERVICES,30000.00,4/14/2022
BROTHERS & THOMPSON P.C.,LEGAL COSTS,13741.20,4/7/2022
"NOVERANT, INC.",CONTRACTUAL SERVICES,183719.14,4/28/2022
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,3753.13,7/19/2022
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,3520.21,7/28/2022
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,15512.02,1/13/2022
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1713.42,1/27/2022
LEINENWEBER BARONI & DAFFADA LLC,LEGAL COSTS,5292.00,9/15/2022
"CUBIC TRANSPORTATION SYSTEMS, INC.",DIRECT PURCHASES,84310.08,3/15/2022
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,77.50,6/7/2022
"WISCO, INC.",MAINTENANCE & REPAIRS,281.66,1/6/2022
"*ALVAREZ, INC.",CONTRACTUAL SERVICES,15499.98,1/25/2022
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,7/7/2022
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,16104.82,6/2/2022
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,21239.30,8/9/2022
"THOMPSON COBURN, LLC",LEGAL COSTS,17826.26,9/27/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,2145.00,9/29/2022
MR. B'S INC. - d/b/a BIAGIO'S SUPAROSSA,GENERAL EXPENSES,2216.33,5/24/2022
PNC BANK,MAINTENANCE & REPAIRS,49.02,8/16/2022
Terrence J Schaffner,CONTRACTUAL SERVICES,8887.50,1/27/2022
DAVID WISE,CONTRACTUAL SERVICES,13440.00,5/26/2022
COGENT Infotech Corporation,GENERAL EXPENSES,320.00,9/8/2022
RAMSEN YOUKHANA,LEGAL COSTS,75.00,5/12/2022
"ALERE TOXICOLOGY SERVICES, INC.",ADMINISTRATION & HR,8827.95,3/10/2022
VILLAGE OF MAYWOOD,GENERAL EXPENSES,100.00,9/8/2022
MONTIEL INTERNATIONAL,GENERAL EXPENSES,1150.00,1/6/2022
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,1654.47,6/23/2022
POLICEMAN'S ANNUITY & BENEFIT FUND OF CHICAGO,LEGAL COSTS,25.00,9/22/2022
HOLLAND & KNIGHT LLP,LEGAL COSTS,9276.75,9/1/2022
NSH USA CORPORATION,MAINTENANCE & REPAIRS,160.00,7/26/2022
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,10625.72,9/15/2022
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,877.00,6/2/2022
"*ALVAREZ, INC.",MAINTENANCE & REPAIRS,2961.00,3/1/2022
UNITED PARCEL SERVICE,GENERAL EXPENSES,73.52,3/17/2022
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,545.00,9/12/2022
"WISCO, INC.",MAINTENANCE & REPAIRS,1086.93,5/26/2022
"LUMINATOR TECHNOLOGY GROUP, INC.",FINANCIAL & TREAS SVCS,165999.64,2/1/2022
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,184544.57,6/28/2022
"HEYL, ROYSTER, VOELKER & ALLEN P.C.",LEGAL COSTS,192.50,8/4/2022
ELITE TECHNICAL SERVICE,ADVERTISING & PROMOTION,8275.00,6/9/2022
RELIABLE FIRE EQUIPMENT CO,MAINTENANCE & REPAIRS,613.85,6/29/2022
AT & T CORP,UTILITIES EXPENSE,14933.29,7/14/2022
CINTAS CORPORATION,CONTRACTUAL SERVICES,8490.00,9/29/2022
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,760.93,4/14/2022
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,7052.82,6/30/2022
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,24250.60,7/14/2022
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,23412.98,8/23/2022
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,13456.25,5/12/2022
CINTAS CORPORATION,DIRECT PURCHASES,382.16,8/25/2022
"GUARDIAN INDUSTRIAL SUPPLY, LLC",DIRECT PURCHASES,1113.92,5/19/2022
"OER SERVICES, LLC",EQUIPMENT RENTAL,23269.00,5/19/2022
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,4604.24,3/1/2022
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,12619.20,4/19/2022
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,64.00,4/7/2022
"U.S. LEGAL SUPPORT, INCORPORATED",ADMINISTRATION & HR,177.50,4/21/2022
POINT OF DIFFERENCE STRATEGIES,CONTRACTUAL SERVICES,6000.00,2/17/2022
"CROWE, LLP",FINANCIAL & TREAS SVCS,11630.00,1/20/2022
PEOPLES GAS,UTILITIES EXPENSE,104268.30,6/14/2022
YOURMEMBERSHIP.COM INC,ADVERTISING & PROMOTION,950.00,8/18/2022
HOLLAND & KNIGHT LLP,LEGAL COSTS,2450.00,8/25/2022
"ICE MILLER, LLP",LEGAL COSTS,16800.00,8/11/2022
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,295.19,2/24/2022
BLOOMBERG FINANCE L.P.,CONTRACTUAL SERVICES,7365.00,8/11/2022
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,22712.12,4/28/2022
AN EXECUTIVE DECISION,GENERAL EXPENSES,1830.87,6/9/2022
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,3249.41,3/17/2022
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,404453.14,6/30/2022
"GUARDIAN INDUSTRIAL SUPPLY, LLC",DIRECT PURCHASES,67.00,8/4/2022
VILLAGE OF FOREST PARK (WATER ACCOUNT),UTILITIES EXPENSE,2482.94,5/19/2022
G&T ORTHOPAEDICS,ADMINISTRATION & HR,200.00,9/29/2022
"SVANACO, INC.",TECHNOLOGY SERVICES,27975.00,8/4/2022
PNC BANK,MAINTENANCE & REPAIRS,73.97,5/17/2022
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,16.25,6/30/2022
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,5972.88,7/21/2022
UNION PACIFIC RAILROAD COMPANY,FACILITY RENTAL,105000.00,3/1/2022
BondLink Inc.,CONTRACTUAL SERVICES,19000.00,9/12/2022
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,29467.55,8/4/2022
CUMMINS INC.,MAINTENANCE & REPAIRS,213.78,3/3/2022
IDES,GENERAL EXPENSES,16128.00,9/22/2022
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,29675.00,1/5/2022
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,1111.44,3/3/2022
"THOMPSON COBURN, LLC",LEGAL COSTS,11623.00,4/7/2022
CHICAGO HEALTHCARE CENTERS,ADMINISTRATION & HR,1000.00,4/21/2022
ILLINOIS TOLLWAY,GENERAL EXPENSES,13.50,9/8/2022
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,94.45,5/26/2022
"OER SERVICES, LLC",DIRECT PURCHASES,2060.00,1/10/2022
KONE SPARES,DIRECT PURCHASES,11228.12,6/2/2022
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,60.00,8/18/2022
"THE MCS GROUP, INC.",ADMINISTRATION & HR,86.34,4/21/2022
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,16417.11,8/9/2022
VILLAGE OF FOREST PARK (WATER ACCOUNT),UTILITIES EXPENSE,2064.16,4/21/2022
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,315.74,4/27/2022
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,138.10,3/10/2022
STAPLES ADVANTAGE,DIRECT PURCHASES,21789.24,5/26/2022
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,15838.92,5/26/2022
"WISCO, INC.",DIRECT PURCHASES,637.38,5/5/2022
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,750714.82,4/28/2022
SHERIFF OF SANGAMON COUNTY,LEGAL COSTS,50.00,1/6/2022
VTECH SOLUTION INC,CONSULTING,9600.00,4/21/2022
"CANON BUSINESS SOLUTIONS, INC.",MAINTENANCE & REPAIRS,68233.62,6/22/2022
"H-O-H-WATER TECHNOLOGY, INC.",DIRECT PURCHASES,429.00,7/13/2022
TerraCycle Regulated Waste,MAINTENANCE & REPAIRS,245.00,9/29/2022
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,22661.39,7/14/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1223.00,7/7/2022
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,660.19,3/8/2022
H.R. SLATER COMPANY,MAINTENANCE & REPAIRS,6246.24,9/20/2022
"*TONERVISION, INC.",TECHNOLOGY SERVICES,37300.00,2/22/2022
"BOXWOOD TECHNOLOGY, INC.",ADVERTISING & PROMOTION,300.00,5/19/2022
PNC BANK,GENERAL EXPENSES,189.00,5/17/2022
SPINE CARE SPECIALIST SC,ADMINISTRATION & HR,750.00,3/10/2022
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1688.40,3/3/2022
GEORGE E RYDMAN & ASSOC. LTD,LEGAL COSTS,293.62,4/21/2022
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,9.08,5/26/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,890.12,9/27/2022
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,630.63,3/10/2022
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,750.00,8/11/2022
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,36945.38,5/26/2022
COMTO NATIONAL HEADQUARTERS,GENERAL EXPENSES,125.00,2/17/2022
CUMMINS INC.,MAINTENANCE & REPAIRS,824.58,5/12/2022
"JACOBS ENGINEERING GROUP, INC.",CONSULTING,380.21,8/11/2022
"SPRINT SOLUTIONS, INC.",UTILITIES EXPENSE,40459.30,8/4/2022
LEXIS NEXIS CO.,CONTRACTUAL SERVICES,5708.33,2/24/2022
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,40149.35,3/31/2022
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,2307.98,6/8/2022
DAVID WISE,CONTRACTUAL SERVICES,9600.00,8/30/2022
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,632.00,3/10/2022
SDI PRESENCE LLC,TECHNOLOGY SERVICES,304779.00,5/26/2022
PNC BANK,UTILITIES EXPENSE,264.72,7/18/2022
*Freddies Inc,GENERAL EXPENSES,1543.50,4/14/2022
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,1516.74,4/7/2022
INTEGRITY MEDICAL GROUP,ADMINISTRATION & HR,600.00,3/10/2022
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,MAINTENANCE & REPAIRS,68338.85,1/13/2022
"JULIAN, BETLEY & ASSOCIATES",LEGAL COSTS,357.00,5/5/2022
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,11323.46,4/7/2022
"INSPE ASSOCIATES,LTD.",ADMINISTRATION & HR,1950.00,1/13/2022
"*NSN EMPLOYER SERVICES, INC.",CONTRACTUAL SERVICES,10491.00,8/2/2022
"ICE MILLER, LLP",LEGAL COSTS,354.00,1/13/2022
CDW GOVERNMENT LLC,DIRECT PURCHASES,102000.00,5/19/2022
HOLLAND & KNIGHT LLP,LEGAL COSTS,2360.00,1/13/2022
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,550280.25,7/28/2022
"INTER-CON SECURITY SYSTEMS, INC",PURCHASE OF SECURITY SERVICES,290059.28,9/1/2022
UNION PACIFIC RAILROAD COMPANY,FACILITY RENTAL,105000.00,9/16/2022
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,36867.24,7/29/2022
Jamil Fatti,CONTRACTUAL SERVICES,2371.35,2/3/2022
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,11770.84,3/1/2022
*WAN Tech Inc,CONTRACTUAL SERVICES,243.72,5/19/2022
"THE MCS GROUP, INC.",ADMINISTRATION & HR,177.08,5/5/2022
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,46.00,4/21/2022
"THE MCS GROUP, INC.",ADMINISTRATION & HR,2523.85,2/24/2022
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,4402.90,2/3/2022
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,961.50,5/19/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,170.00,6/14/2022
"MYERS SERVICE, INC.",LEGAL COSTS,1114.00,1/27/2022
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,3172.48,9/15/2022
KALYAN SANDESARA MD SC,ADMINISTRATION & HR,750.00,1/27/2022
"AMAZON WEB SERVICES, INC.",CONTRACTUAL SERVICES,808.23,3/3/2022
MVM ILLINOIS ORTHOPEDICS LLC,ADMINISTRATION & HR,750.00,6/9/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,4250.00,3/22/2022
"WISCO, INC.",MAINTENANCE & REPAIRS,909.90,6/21/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1515.40,3/3/2022
"*GALAXY ENVIRONMENTAL, INC.",MAINTENANCE & REPAIRS,37551.29,4/28/2022
PITNEY BOWES GLOBAL MAILING SYSTEMS,MAINTENANCE & REPAIRS,911.26,1/13/2022
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,77799.93,5/3/2022
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,984.00,4/14/2022
VILLAGE OF ROSEMONT,UTILITIES EXPENSE,18.55,6/2/2022
PNC BANK,GENERAL EXPENSES,189.00,4/15/2022
"GREATER ILLINOIS TITLE COMPANY, INC.",LEGAL COSTS,1200.00,7/21/2022
CHICAGO TRIBUNE CO.,ADVERTISING & PROMOTION,1018.10,1/27/2022
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,696.00,3/17/2022
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,11477.84,4/28/2022
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,228.46,4/11/2022
MR. B'S INC. - d/b/a BIAGIO'S SUPAROSSA,GENERAL EXPENSES,711.41,9/1/2022
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,60.00,8/18/2022
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,60.00,8/18/2022
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,8/30/2022
FOREST PARK POLICE DEPT.,PURCHASE OF SECURITY SERVICES,1829.17,4/28/2022
PEOPLES GAS,UTILITIES EXPENSE,27610.46,7/19/2022
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,7/21/2022
"MYERS SERVICE, INC.",LEGAL COSTS,92.00,9/15/2022
Terrence J Schaffner,CONTRACTUAL SERVICES,8625.00,6/30/2022
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,3/31/2022
POLITICO PRO,GENERAL EXPENSES,5950.00,3/14/2022
"*PRODUCTION DISTRIBUTION COMPANIES, INC.",DIRECT PURCHASES,4581.96,1/20/2022
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,1103.75,1/20/2022
ANCEL GLINK P.C.,LEGAL COSTS,26855.00,4/21/2022
TKOS II LLC,GENERAL EXPENSES,3849.77,8/18/2022
VERITEXT CHICAGO REPORTING CO.,LEGAL COSTS,363.40,3/3/2022
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1441.84,6/30/2022
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,42763.79,8/25/2022
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,154304.21,3/1/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,8155.72,6/30/2022
"WISCO, INC.",MAINTENANCE & REPAIRS,243.21,9/20/2022
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,10960.00,4/5/2022
PHYSICAL MEASUREMENT TECHNOLOGIES INC,DIRECT PURCHASES,1147.50,7/14/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,35848.72,7/14/2022
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,6617.88,4/12/2022
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,95385.70,6/9/2022
"STEVE'S EQUIPMENT SERVICE, INC.",MAINTENANCE & REPAIRS,1510.12,8/31/2022
"MEGA PROPERTIES, INC.",FACILITY RENTAL,25500.00,2/3/2022
*FALK ASSOCIATES,GENERAL EXPENSES,724.14,7/14/2022
PNC BANK,TRAVEL & MEETING EXPENSE,6296.44,8/16/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,2248.60,9/22/2022
COGENT Infotech Corporation,GENERAL EXPENSES,960.00,8/4/2022
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,740.00,8/11/2022
"BOXWOOD TECHNOLOGY, INC.",ADVERTISING & PROMOTION,900.00,6/30/2022
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,166677.74,9/29/2022
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,1000.64,4/5/2022
"*ALVAREZ, INC.",MAINTENANCE & REPAIRS,32277.80,7/21/2022
*M. WELLS PRINTING COMPANY,CONTRACTUAL SERVICES,821.00,1/18/2022
NSH USA CORPORATION,DIRECT PURCHASES,12730.00,8/30/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1238.00,4/19/2022
"CONCARE, INC.",MAINTENANCE & REPAIRS,24977.76,9/8/2022
"WISCO, INC.",MAINTENANCE & REPAIRS,937.62,8/23/2022
"LANER, MUCHIN, DOMBROW, BECKER,",LEGAL COSTS,3316.00,7/26/2022
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1121.95,6/2/2022
CUMMINS INC.,MAINTENANCE & REPAIRS,2214.15,9/20/2022
HOLLAND & KNIGHT LLP,LEGAL COSTS,531.00,3/31/2022
GRANT LAW LLC,LEGAL COSTS,3392.50,9/15/2022
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,205.00,4/7/2022
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,32656.00,5/12/2022
AVONDALE INVESTORS LLC,FACILITY RENTAL,26265.00,9/22/2022
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,61603.00,4/28/2022
EHC CANADA INC. d/b/a EHC GLOBAL,DIRECT PURCHASES,3940.00,5/17/2022
"LANER, MUCHIN, DOMBROW, BECKER,",LEGAL COSTS,324.00,1/13/2022
